gene,gene_description
USP15,ubiquitin specific peptidase 15 [Source:HGNC Symbol;Acc:HGNC:12613]
TBCK,TBC1 domain containing kinase [Source:HGNC Symbol;Acc:HGNC:28261]
PDIA5,protein disulfide isomerase family A member 5 [Source:HGNC Symbol;Acc:HGNC:24811]
ARFGEF3,ARFGEF family member 3 [Source:HGNC Symbol;Acc:HGNC:21213]
AL928654.4,novel transcript
GATAD2A,GATA zinc finger domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29989]
CLSTN2,calsyntenin 2 [Source:HGNC Symbol;Acc:HGNC:17448]
CD151,CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]
AC015813.1,novel transcript
WDR54,WD repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25770]
RAB11FIP2,RAB11 family interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29152]
GLIS2,GLIS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:29450]
KCNE1B,potassium voltage-gated channel subfamily E regulatory subunit 1B [Source:HGNC Symbol;Acc:HGNC:52280]
PNO1,partner of NOB1 homolog [Source:HGNC Symbol;Acc:HGNC:32790]
DDX23,DEAD-box helicase 23 [Source:HGNC Symbol;Acc:HGNC:17347]
AL663070.1,ribosomal protein S2 (RPS2) pseudogene
AL161421.1,"novel transcript, antisense to FNDC3A"
VWA8,von Willebrand factor A domain containing 8 [Source:HGNC Symbol;Acc:HGNC:29071]
UNC13B,unc-13 homolog B [Source:HGNC Symbol;Acc:HGNC:12566]
ZNF302,zinc finger protein 302 [Source:HGNC Symbol;Acc:HGNC:13848]
RPL13A,ribosomal protein L13a [Source:HGNC Symbol;Acc:HGNC:10304]
NOC4L,nucleolar complex associated 4 homolog [Source:HGNC Symbol;Acc:HGNC:28461]
RNF114,ring finger protein 114 [Source:HGNC Symbol;Acc:HGNC:13094]
PIGV,phosphatidylinositol glycan anchor biosynthesis class V [Source:HGNC Symbol;Acc:HGNC:26031]
SMARCD3,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3 [Source:HGNC Symbol;Acc:HGNC:11108]"
LINC02223,long intergenic non-protein coding RNA 2223 [Source:HGNC Symbol;Acc:HGNC:53092]
WWP2,WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16804]
PIMREG,PICALM interacting mitotic regulator [Source:HGNC Symbol;Acc:HGNC:25483]
HAT1,histone acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4821]
AC011899.2,"novel transcript, antisense to PTPRN2"
HMGB3,high mobility group box 3 [Source:HGNC Symbol;Acc:HGNC:5004]
RPS6KA5,ribosomal protein S6 kinase A5 [Source:HGNC Symbol;Acc:HGNC:10434]
SLC30A9,solute carrier family 30 member 9 [Source:HGNC Symbol;Acc:HGNC:1329]
AREL1,apoptosis resistant E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:20363]
FTSJ1,FtsJ RNA methyltransferase homolog 1 [Source:HGNC Symbol;Acc:HGNC:13254]
CNTN1,contactin 1 [Source:HGNC Symbol;Acc:HGNC:2171]
PLEKHB1,pleckstrin homology domain containing B1 [Source:HGNC Symbol;Acc:HGNC:19079]
NRBP1,nuclear receptor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7993]
TGIF2,TGFB induced factor homeobox 2 [Source:HGNC Symbol;Acc:HGNC:15764]
GIMAP8,"GTPase, IMAP family member 8 [Source:HGNC Symbol;Acc:HGNC:21792]"
FTCDNL1,formiminotransferase cyclodeaminase N-terminal like [Source:HGNC Symbol;Acc:HGNC:48661]
TBC1D17,TBC1 domain family member 17 [Source:HGNC Symbol;Acc:HGNC:25699]
TRIM71,tripartite motif containing 71 [Source:HGNC Symbol;Acc:HGNC:32669]
TNNT1,"troponin T1, slow skeletal type [Source:HGNC Symbol;Acc:HGNC:11948]"
FBXL20,F-box and leucine rich repeat protein 20 [Source:HGNC Symbol;Acc:HGNC:24679]
AL357033.1,"novel transcript, antisense to SLCO4A1"
BUD13,BUD13 homolog [Source:HGNC Symbol;Acc:HGNC:28199]
BANP,BTG3 associated nuclear protein [Source:HGNC Symbol;Acc:HGNC:13450]
MLLT1,"MLLT1, super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7134]"
AC009145.1,"novel transcript, sense intronic to WWOX"
CCDC58,coiled-coil domain containing 58 [Source:HGNC Symbol;Acc:HGNC:31136]
TBCB,tubulin folding cofactor B [Source:HGNC Symbol;Acc:HGNC:1989]
WAC,WW domain containing adaptor with coiled-coil [Source:HGNC Symbol;Acc:HGNC:17327]
IDH3A,isocitrate dehydrogenase 3 (NAD(+)) alpha [Source:HGNC Symbol;Acc:HGNC:5384]
SRCAP,Snf2 related CREBBP activator protein [Source:HGNC Symbol;Acc:HGNC:16974]
PBRM1,polybromo 1 [Source:HGNC Symbol;Acc:HGNC:30064]
MDC1,mediator of DNA damage checkpoint 1 [Source:HGNC Symbol;Acc:HGNC:21163]
PCLO,piccolo presynaptic cytomatrix protein [Source:HGNC Symbol;Acc:HGNC:13406]
AC010442.2,"family with sequence similarity 136, member A (FAM136A) pseudogene"
MYL5,myosin light chain 5 [Source:HGNC Symbol;Acc:HGNC:7586]
CASC4,cancer susceptibility 4 [Source:HGNC Symbol;Acc:HGNC:24892]
FAM151A,family with sequence similarity 151 member A [Source:HGNC Symbol;Acc:HGNC:25032]
RHOQP3,ras homolog family member Q pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37837]
DMKN,dermokine [Source:HGNC Symbol;Acc:HGNC:25063]
DCUN1D5,defective in cullin neddylation 1 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28409]
FOXO3,forkhead box O3 [Source:HGNC Symbol;Acc:HGNC:3821]
RPS3A,ribosomal protein S3A [Source:HGNC Symbol;Acc:HGNC:10421]
RPS27,ribosomal protein S27 [Source:HGNC Symbol;Acc:HGNC:10416]
CCSAP,"centriole, cilia and spindle associated protein [Source:HGNC Symbol;Acc:HGNC:29578]"
TPTEP1,TPTE pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43648]
CD93,CD93 molecule [Source:HGNC Symbol;Acc:HGNC:15855]
AKTIP,AKT interacting protein [Source:HGNC Symbol;Acc:HGNC:16710]
SORD2P,"sorbitol dehydrogenase 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:49919]"
EPB41L4B,erythrocyte membrane protein band 4.1 like 4B [Source:HGNC Symbol;Acc:HGNC:19818]
FAM192A,family with sequence similarity 192 member A [Source:HGNC Symbol;Acc:HGNC:29856]
AL592431.2,novel transcript
SNAP29,synaptosome associated protein 29 [Source:HGNC Symbol;Acc:HGNC:11133]
SLC2A8,solute carrier family 2 member 8 [Source:HGNC Symbol;Acc:HGNC:13812]
SREK1IP1,SREK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:26716]
RAB2B,"RAB2B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:20246]"
MTHFD2L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like [Source:HGNC Symbol;Acc:HGNC:31865]
GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C [Source:HGNC Symbol;Acc:HGNC:4587]
ZNF148,zinc finger protein 148 [Source:HGNC Symbol;Acc:HGNC:12933]
CAND2,cullin associated and neddylation dissociated 2 (putative) [Source:HGNC Symbol;Acc:HGNC:30689]
ADAMTS3,ADAM metallopeptidase with thrombospondin type 1 motif 3 [Source:HGNC Symbol;Acc:HGNC:219]
SULF2,sulfatase 2 [Source:HGNC Symbol;Acc:HGNC:20392]
RALGDS,ral guanine nucleotide dissociation stimulator [Source:HGNC Symbol;Acc:HGNC:9842]
UBIAD1,UbiA prenyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30791]
KBTBD2,kelch repeat and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21751]
SMARCC1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1 [Source:HGNC Symbol;Acc:HGNC:11104]"
ZNF532,zinc finger protein 532 [Source:HGNC Symbol;Acc:HGNC:30940]
ORM2,orosomucoid 2 [Source:HGNC Symbol;Acc:HGNC:8499]
ANO6,anoctamin 6 [Source:HGNC Symbol;Acc:HGNC:25240]
UTP3,"UTP3, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24477]"
RABAC1,Rab acceptor 1 [Source:HGNC Symbol;Acc:HGNC:9794]
UGGT1,UDP-glucose glycoprotein glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15663]
OCIAD2,OCIA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28685]
LRRC1,leucine rich repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:14307]
RSF1,remodeling and spacing factor 1 [Source:HGNC Symbol;Acc:HGNC:18118]
ATG3,autophagy related 3 [Source:HGNC Symbol;Acc:HGNC:20962]
PSMA3,proteasome subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:9532]
AL353625.1,calcineurin like EF-hand protein 1 pseudogene [Source:NCBI gene;Acc:729603]
MAP3K14,mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853]
NR1H3,nuclear receptor subfamily 1 group H member 3 [Source:HGNC Symbol;Acc:HGNC:7966]
NFATC2IP,nuclear factor of activated T cells 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:25906]
ILF3,interleukin enhancer binding factor 3 [Source:HGNC Symbol;Acc:HGNC:6038]
ARSG,arylsulfatase G [Source:HGNC Symbol;Acc:HGNC:24102]
MPZL3,myelin protein zero like 3 [Source:HGNC Symbol;Acc:HGNC:27279]
BOP1,block of proliferation 1 [Source:HGNC Symbol;Acc:HGNC:15519]
ZNF354A,zinc finger protein 354A [Source:HGNC Symbol;Acc:HGNC:11628]
TMUB2,transmembrane and ubiquitin like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28459]
TMSB15A,thymosin beta 15a [Source:HGNC Symbol;Acc:HGNC:30744]
TMEM19,transmembrane protein 19 [Source:HGNC Symbol;Acc:HGNC:25605]
IFI6,interferon alpha inducible protein 6 [Source:HGNC Symbol;Acc:HGNC:4054]
PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha [Source:HGNC Symbol;Acc:HGNC:9302]
FXN,frataxin [Source:HGNC Symbol;Acc:HGNC:3951]
ACSL5,acyl-CoA synthetase long chain family member 5 [Source:HGNC Symbol;Acc:HGNC:16526]
GRASP,general receptor for phosphoinositides 1 associated scaffold protein [Source:HGNC Symbol;Acc:HGNC:18707]
ANTXR1,ANTXR cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:21014]
RAB2A,"RAB2A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9763]"
PPP2R2C,protein phosphatase 2 regulatory subunit Bgamma [Source:HGNC Symbol;Acc:HGNC:9306]
UGT3A1,UDP glycosyltransferase family 3 member A1 [Source:HGNC Symbol;Acc:HGNC:26625]
DTD2,D-tyrosyl-tRNA deacylase 2 (putative) [Source:HGNC Symbol;Acc:HGNC:20277]
AC009053.1,pyruvate dehydrogenase phosphatase regulatory subunit pseudogene [Source:NCBI gene;Acc:283922]
CHEK2,checkpoint kinase 2 [Source:HGNC Symbol;Acc:HGNC:16627]
ARHGAP28,Rho GTPase activating protein 28 [Source:HGNC Symbol;Acc:HGNC:25509]
EMILIN3,elastin microfibril interfacer 3 [Source:HGNC Symbol;Acc:HGNC:16123]
AC110285.7,TEC
FAM92A,family with sequence similarity 92 member A [Source:HGNC Symbol;Acc:HGNC:30452]
MSX1,msh homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7391]
AFAP1-AS1,AFAP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28141]
CPNE8,copine 8 [Source:HGNC Symbol;Acc:HGNC:23498]
HIST1H2BK,histone cluster 1 H2B family member k [Source:HGNC Symbol;Acc:HGNC:13954]
UBE2S,ubiquitin conjugating enzyme E2 S [Source:HGNC Symbol;Acc:HGNC:17895]
ACAD9,acyl-CoA dehydrogenase family member 9 [Source:HGNC Symbol;Acc:HGNC:21497]
PTPN1,"protein tyrosine phosphatase, non-receptor type 1 [Source:HGNC Symbol;Acc:HGNC:9642]"
CEP97,centrosomal protein 97 [Source:HGNC Symbol;Acc:HGNC:26244]
NAA50,"N(alpha)-acetyltransferase 50, NatE catalytic subunit [Source:HGNC Symbol;Acc:HGNC:29533]"
NUDT21,nudix hydrolase 21 [Source:HGNC Symbol;Acc:HGNC:13870]
MTRF1L,mitochondrial translational release factor 1 like [Source:HGNC Symbol;Acc:HGNC:21051]
ANGEL2,angel homolog 2 [Source:HGNC Symbol;Acc:HGNC:30534]
C11orf58,chromosome 11 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:16990]
KDM2A,lysine demethylase 2A [Source:HGNC Symbol;Acc:HGNC:13606]
WASF2,WAS protein family member 2 [Source:HGNC Symbol;Acc:HGNC:12733]
MRPL49,mitochondrial ribosomal protein L49 [Source:HGNC Symbol;Acc:HGNC:1176]
ANAPC16,anaphase promoting complex subunit 16 [Source:HGNC Symbol;Acc:HGNC:26976]
UNC5A,unc-5 netrin receptor A [Source:HGNC Symbol;Acc:HGNC:12567]
SEC24A,"SEC24 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10703]"
CCDC88C,coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]
TRIQK,triple QxxK/R motif containing [Source:HGNC Symbol;Acc:HGNC:27828]
TPMT,thiopurine S-methyltransferase [Source:HGNC Symbol;Acc:HGNC:12014]
DDA1,DET1 and DDB1 associated 1 [Source:HGNC Symbol;Acc:HGNC:28360]
AL132642.1,"novel transcript, antisense to ASB2"
SLC6A11,solute carrier family 6 member 11 [Source:HGNC Symbol;Acc:HGNC:11044]
CLASP2,cytoplasmic linker associated protein 2 [Source:HGNC Symbol;Acc:HGNC:17078]
ELOVL2,ELOVL fatty acid elongase 2 [Source:HGNC Symbol;Acc:HGNC:14416]
NDUFB10,NADH:ubiquinone oxidoreductase subunit B10 [Source:HGNC Symbol;Acc:HGNC:7696]
DBH-AS1,DBH antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:24155]
PCAT7,prostate cancer associated transcript 7 [Source:HGNC Symbol;Acc:HGNC:48824]
DSC2,desmocollin 2 [Source:HGNC Symbol;Acc:HGNC:3036]
CTBP1-DT,CTBP1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:28307]
GNE,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase [Source:HGNC Symbol;Acc:HGNC:23657]
GLDC,glycine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4313]
ERBB2,erb-b2 receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:3430]
ARAP1,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16925]"
METAP1D,"methionyl aminopeptidase type 1D, mitochondrial [Source:HGNC Symbol;Acc:HGNC:32583]"
CYP2U1,cytochrome P450 family 2 subfamily U member 1 [Source:HGNC Symbol;Acc:HGNC:20582]
PLA2G12A,phospholipase A2 group XIIA [Source:HGNC Symbol;Acc:HGNC:18554]
LTO1,"LTO1, ABCE1 maturation factor [Source:HGNC Symbol;Acc:HGNC:17589]"
CEP44,centrosomal protein 44 [Source:HGNC Symbol;Acc:HGNC:29356]
AJM1,apical junction component 1 homolog [Source:HGNC Symbol;Acc:HGNC:37284]
ATP6V1G2,ATPase H+ transporting V1 subunit G2 [Source:HGNC Symbol;Acc:HGNC:862]
AC007336.1,novel transcript
MIER2,MIER family member 2 [Source:HGNC Symbol;Acc:HGNC:29210]
AC008537.2,novel transcript
HIST1H1E,histone cluster 1 H1 family member e [Source:HGNC Symbol;Acc:HGNC:4718]
LRRC47,leucine rich repeat containing 47 [Source:HGNC Symbol;Acc:HGNC:29207]
COMMD10,COMM domain containing 10 [Source:HGNC Symbol;Acc:HGNC:30201]
CTDP1,CTD phosphatase subunit 1 [Source:HGNC Symbol;Acc:HGNC:2498]
SENCR,smooth muscle and endothelial cell enriched migration/differentiation-associated lncRNA [Source:HGNC Symbol;Acc:HGNC:44177]
SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:HGNC Symbol;Acc:HGNC:11098]"
AC097534.2,uncharacterized LOC105377540 [Source:NCBI gene;Acc:105377540]
GALNT18,polypeptide N-acetylgalactosaminyltransferase 18 [Source:HGNC Symbol;Acc:HGNC:30488]
LRIG3,leucine rich repeats and immunoglobulin like domains 3 [Source:HGNC Symbol;Acc:HGNC:30991]
UNC13D,unc-13 homolog D [Source:HGNC Symbol;Acc:HGNC:23147]
ACP6,"acid phosphatase 6, lysophosphatidic [Source:HGNC Symbol;Acc:HGNC:29609]"
HIST1H2BN,histone cluster 1 H2B family member n [Source:HGNC Symbol;Acc:HGNC:4749]
AC010542.5,"novel transcript, antisense to CKLF"
ADCY6,adenylate cyclase 6 [Source:HGNC Symbol;Acc:HGNC:237]
AP4S1,adaptor related protein complex 4 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:575]
XBP1,X-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12801]
ANK3,ankyrin 3 [Source:HGNC Symbol;Acc:HGNC:494]
CEBPB,CCAAT enhancer binding protein beta [Source:HGNC Symbol;Acc:HGNC:1834]
PSMB1,proteasome subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9537]
FBXL19,F-box and leucine rich repeat protein 19 [Source:HGNC Symbol;Acc:HGNC:25300]
MAN2B1,mannosidase alpha class 2B member 1 [Source:HGNC Symbol;Acc:HGNC:6826]
C19orf53,chromosome 19 open reading frame 53 [Source:HGNC Symbol;Acc:HGNC:24991]
C19orf48,chromosome 19 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:29667]
PRELID3B,PRELI domain containing 3B [Source:HGNC Symbol;Acc:HGNC:15892]
AATF,apoptosis antagonizing transcription factor [Source:HGNC Symbol;Acc:HGNC:19235]
ACSS2,acyl-CoA synthetase short chain family member 2 [Source:HGNC Symbol;Acc:HGNC:15814]
AC104447.1,TEC
TARDBP,TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571]
PRPSAP1,phosphoribosyl pyrophosphate synthetase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:9466]
CSNK1E,casein kinase 1 epsilon [Source:HGNC Symbol;Acc:HGNC:2453]
LYSMD3,LysM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26969]
RHBDD3,rhomboid domain containing 3 [Source:HGNC Symbol;Acc:HGNC:1308]
MREG,melanoregulin [Source:HGNC Symbol;Acc:HGNC:25478]
AL365199.1,uncharacterized LOC101929445 [Source:NCBI gene;Acc:101929445]
GGA3,"golgi associated, gamma adaptin ear containing, ARF binding protein 3 [Source:HGNC Symbol;Acc:HGNC:17079]"
AC097359.2,"novel transcript, antisense to GOLGA4"
TOR4A,torsin family 4 member A [Source:HGNC Symbol;Acc:HGNC:25981]
MYO1C,myosin IC [Source:HGNC Symbol;Acc:HGNC:7597]
RPL10AP6,ribosomal protein L10a pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:36504]
NEK3,NIMA related kinase 3 [Source:HGNC Symbol;Acc:HGNC:7746]
HOXA10,homeobox A10 [Source:HGNC Symbol;Acc:HGNC:5100]
AL133216.2,general transcription factor IIi (GTF2I) pseudogene
DMXL1,Dmx like 1 [Source:HGNC Symbol;Acc:HGNC:2937]
MNAT1,"MNAT1, CDK activating kinase assembly factor [Source:HGNC Symbol;Acc:HGNC:7181]"
ELF4,E74 like ETS transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:3319]
RPP25,ribonuclease P and MRP subunit p25 [Source:HGNC Symbol;Acc:HGNC:30361]
CTSK,cathepsin K [Source:HGNC Symbol;Acc:HGNC:2536]
GNG7,G protein subunit gamma 7 [Source:HGNC Symbol;Acc:HGNC:4410]
KATNBL1,katanin regulatory subunit B1 like 1 [Source:HGNC Symbol;Acc:HGNC:26199]
PUDP,pseudouridine 5'-phosphatase [Source:HGNC Symbol;Acc:HGNC:16818]
NIFK,nucleolar protein interacting with the FHA domain of MKI67 [Source:HGNC Symbol;Acc:HGNC:17838]
ELAVL2,ELAV like RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3313]
PLSCR1,phospholipid scramblase 1 [Source:HGNC Symbol;Acc:HGNC:9092]
ZNF786,zinc finger protein 786 [Source:HGNC Symbol;Acc:HGNC:21806]
RPL23AP7,ribosomal protein L23a pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:17336]
CD5L,CD5 molecule like [Source:HGNC Symbol;Acc:HGNC:1690]
PLAT,"plasminogen activator, tissue type [Source:HGNC Symbol;Acc:HGNC:9051]"
EVI5,ecotropic viral integration site 5 [Source:HGNC Symbol;Acc:HGNC:3501]
SLC9A1,solute carrier family 9 member A1 [Source:HGNC Symbol;Acc:HGNC:11071]
SLC7A7,solute carrier family 7 member 7 [Source:HGNC Symbol;Acc:HGNC:11065]
KLHL11,kelch like family member 11 [Source:HGNC Symbol;Acc:HGNC:19008]
CPSF1,cleavage and polyadenylation specific factor 1 [Source:HGNC Symbol;Acc:HGNC:2324]
WRN,Werner syndrome RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:12791]
AC002467.1,uncharacterized LOC101927974 [Source:NCBI gene;Acc:101927974]
NUP160,nucleoporin 160 [Source:HGNC Symbol;Acc:HGNC:18017]
NPTX1,neuronal pentraxin 1 [Source:HGNC Symbol;Acc:HGNC:7952]
ZNF91,zinc finger protein 91 [Source:HGNC Symbol;Acc:HGNC:13166]
BCHE,butyrylcholinesterase [Source:HGNC Symbol;Acc:HGNC:983]
CFL2,cofilin 2 [Source:HGNC Symbol;Acc:HGNC:1875]
MHENCR,melanoma highly expressed competing endogenous lncRNA for miR-425 and miR-489 [Source:HGNC Symbol;Acc:HGNC:53110]
TTC14,tetratricopeptide repeat domain 14 [Source:HGNC Symbol;Acc:HGNC:24697]
MORC2,MORC family CW-type zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:23573]
URI1,"URI1, prefoldin like chaperone [Source:HGNC Symbol;Acc:HGNC:13236]"
FZD6,frizzled class receptor 6 [Source:HGNC Symbol;Acc:HGNC:4044]
MIR181B1,microRNA 181b-1 [Source:HGNC Symbol;Acc:HGNC:31550]
POU2F2,POU class 2 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:9213]
TCN2,transcobalamin 2 [Source:HGNC Symbol;Acc:HGNC:11653]
ZNF204P,"zinc finger protein 204, pseudogene [Source:HGNC Symbol;Acc:HGNC:12995]"
MADD,MAP kinase activating death domain [Source:HGNC Symbol;Acc:HGNC:6766]
SLC16A14,solute carrier family 16 member 14 [Source:HGNC Symbol;Acc:HGNC:26417]
NECTIN3,nectin cell adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:17664]
RNF146,ring finger protein 146 [Source:HGNC Symbol;Acc:HGNC:21336]
AC005062.1,uncharacterized LOC101927668 [Source:NCBI gene;Acc:101927668]
FAM185BP,"family with sequence similarity 185 member B, pseudogene [Source:HGNC Symbol;Acc:HGNC:21813]"
DNAJC5B,DnaJ heat shock protein family (Hsp40) member C5 beta [Source:HGNC Symbol;Acc:HGNC:24138]
NPIPB3,nuclear pore complex interacting protein family member B3 [Source:HGNC Symbol;Acc:HGNC:28989]
ARMH4,armadillo-like helical domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19846]
TMCO4,transmembrane and coiled-coil domains 4 [Source:HGNC Symbol;Acc:HGNC:27393]
TMEM56,transmembrane protein 56 [Source:HGNC Symbol;Acc:HGNC:26477]
ZNF444,zinc finger protein 444 [Source:HGNC Symbol;Acc:HGNC:16052]
FOXRED1,FAD dependent oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26927]
IGDCC3,immunoglobulin superfamily DCC subclass member 3 [Source:HGNC Symbol;Acc:HGNC:9700]
USP19,ubiquitin specific peptidase 19 [Source:HGNC Symbol;Acc:HGNC:12617]
SOWAHC,sosondowah ankyrin repeat domain family member C [Source:HGNC Symbol;Acc:HGNC:26149]
AMER1,APC membrane recruitment protein 1 [Source:HGNC Symbol;Acc:HGNC:26837]
SLC19A2,solute carrier family 19 member 2 [Source:HGNC Symbol;Acc:HGNC:10938]
CLU,clusterin [Source:HGNC Symbol;Acc:HGNC:2095]
PLPP6,phospholipid phosphatase 6 [Source:HGNC Symbol;Acc:HGNC:23682]
CHAC1,ChaC glutathione specific gamma-glutamylcyclotransferase 1 [Source:HGNC Symbol;Acc:HGNC:28680]
HINT1,histidine triad nucleotide binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4912]
B2M,beta-2-microglobulin [Source:HGNC Symbol;Acc:HGNC:914]
PPP1R32,protein phosphatase 1 regulatory subunit 32 [Source:HGNC Symbol;Acc:HGNC:28869]
MSRB2,methionine sulfoxide reductase B2 [Source:HGNC Symbol;Acc:HGNC:17061]
MYO1E,myosin IE [Source:HGNC Symbol;Acc:HGNC:7599]
NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1 [Source:HGNC Symbol;Acc:HGNC:29923]
TRIM2,tripartite motif containing 2 [Source:HGNC Symbol;Acc:HGNC:15974]
CEBPZOS,CEBPZ opposite strand [Source:HGNC Symbol;Acc:HGNC:49288]
TRAC,T cell receptor alpha constant [Source:HGNC Symbol;Acc:HGNC:12029]
FAM208A,family with sequence similarity 208 member A [Source:HGNC Symbol;Acc:HGNC:30314]
KCTD5,potassium channel tetramerization domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21423]
NRN1,neuritin 1 [Source:HGNC Symbol;Acc:HGNC:17972]
NAT8L,N-acetyltransferase 8 like [Source:HGNC Symbol;Acc:HGNC:26742]
